url,clicks,impressions,ctr,position
https://sakura-eigo.com/%E3%80%8C%E3%82%BB%E3%83%96%E5%B3%B6%E7%95%99%E5%AD%A6-1%E3%83%B6%E6%9C%88-%E4%BD%93%E9%A8%93%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E8%B2%BB%E7%94%A8%E3%83%BB%E3%82%B9%E3%82%B1%E3%82%B8%E3%83%A5/,0,2,0,9
https://sakura-eigo.com/%E3%80%8C%E3%83%AF%E3%83%BC%E3%83%9B%E3%83%AA-30%E6%AD%B3-%E9%96%93%E3%81%AB%E5%90%88%E3%81%86%E3%81%8B%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E3%82%AE%E3%83%AA%E3%83%9B%E3%83%AA%E3%83%BB%E5%9B%BD/,0,1,0,9
https://sakura-eigo.com/ai-eikaiwa-vs-online-eikaiwa/,0,2,0,25.5
https://sakura-eigo.com/cheap-english-learning-apps-free/,0,1,0,2
https://sakura-eigo.com/english-coaching-after-graduation/,0,2,0,47
https://sakura-eigo.com/free-study-abroad-agent-bias/,0,17,0,33.1
https://sakura-eigo.com/philippines-english-study-after-return/,0,2,0,3
https://sakura-eigo.com/second-language-acquisition-theory-gap/,0,2,0,10
https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,0,2,0,27
https://sakura-eigo.com/toeic-listening-325-to-improvement/,0,2,0,8.5
https://sakura-eigo.com/working-holiday-english-anxiety/,0,1,0,7
