url,clicks,impressions,ctr,position
https://sakura-eigo.com/core-image-english-words/,3,67,0.0448,12.1
https://sakura-eigo.com/come-core-image/,1,27,0.037,12.9
https://sakura-eigo.com/spring-core-image/,1,95,0.0105,8.0
https://sakura-eigo.com/,0,2,0,1.5
https://sakura-eigo.com/%E3%80%8C%E3%82%BB%E3%83%96%E5%B3%B6%E7%95%99%E5%AD%A6-1%E3%83%B6%E6%9C%88-%E4%BD%93%E9%A8%93%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E8%B2%BB%E7%94%A8%E3%83%BB%E3%82%B9%E3%82%B1%E3%82%B8%E3%83%A5/,0,2,0,9
https://sakura-eigo.com/%E3%80%8C%E3%83%AF%E3%83%BC%E3%83%9B%E3%83%AA-30%E6%AD%B3-%E9%96%93%E3%81%AB%E5%90%88%E3%81%86%E3%81%8B%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E3%82%AE%E3%83%AA%E3%83%9B%E3%83%AA%E3%83%BB%E5%9B%BD/,0,1,0,9
https://sakura-eigo.com/%E3%80%8C%E7%95%99%E5%AD%A6%E3%82%A8%E3%83%BC%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88-%E7%84%A1%E6%96%99-%E4%BB%95%E7%B5%84%E3%81%BF%E3%80%8D%E3%81%A7%E5%87%BA%E3%81%A6%E3%81%8F%E3%82%8B%E5%AD%A6/,0,1,0,8
https://sakura-eigo.com/%E3%80%8C%E8%8B%B1%E8%AA%9E%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0-%E6%84%8F%E5%91%B3%E3%81%AA%E3%81%84%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E9%AB%98%E3%81%84%E3%83%BB%E7%B5%90%E5%B1%80/,0,14,0,42.9
https://sakura-eigo.com/%E3%80%8C%E8%8B%B1%E8%AA%9E-%E5%8B%89%E5%BC%B7-%E3%83%A2%E3%83%81%E3%83%99-%E4%B8%8A%E3%81%92%E3%82%8B-%E6%96%B9%E6%B3%95%E3%80%8D%E3%81%A7%E4%B8%A6%E3%81%B6%E7%9B%AE%E6%A8%99%E8%A8%AD%E5%AE%9A/,0,1,0,11
https://sakura-eigo.com/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%83%9D%E3%83%AA%E3%82%B7%E3%83%BC/,0,2,0,9.5
https://sakura-eigo.com/%E3%83%97%E3%83%AD%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB/,0,4,0,3.8
https://sakura-eigo.com/ai-eikaiwa-vs-online-eikaiwa/,0,2,0,25.5
https://sakura-eigo.com/ai-era-english-how-far/,0,1,0,50
https://sakura-eigo.com/articles/,0,2,0,1.5
https://sakura-eigo.com/callan-method-three-things-check/,0,1,0,7
https://sakura-eigo.com/canada-working-holiday-cost/,0,1,0,100
https://sakura-eigo.com/category/%E8%8B%B1%E8%AA%9E%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3%E3%82%B0/,0,1,0,10
